Key,Type,Source,ko,en,es,zh-cn,zh-tw
4004,Default text,TipMessage_Id_4,광산은 당신이 오래 머무는 걸 싫어해요. 그래서 당신의 체력을 조금씩 뺏어간답니다.,The mine's curse will slowly whittle away your HP. Be careful down there!,La maldición de mina te quitará lentamente tu PV. ¡Ten cuidado allá abajo!,矿山不喜欢你长时间逗留。因此会慢慢偷取你的血量。,礦山不喜歡你長時間逗留於此。因此會偷偷吸取你的血量。
4005,Default text,TipMessage_Id_5,"죽으면 가방의 모든 광물들이 초기화돼요. 마을로 가져가고 싶다면, 귀환 로봇을 이용하세요!","If you die in the mines, you'll lose all the minerals in your bag.","Si mueres en las minas, perderás todos los minerales que tengas en la bolsa.",死亡后，会重置背包内的所有矿物。要想拿回村庄，使用回城机器人。,死亡時，背包的所有礦物將會被重置。若想把礦物帶回村莊，就使用回程機器人吧！
4006,Default text,TipMessage_Id_6,장비를 구매하면 점점 더 깊은 광산에 도달하기 쉬워져요!,Buy new items from the Gear Shop mine better minerals and survive longer in the mines.,Compra artículos nuevos en la Tienda de equipo para minar mejor los minerales y sobrevivir más tiempo en las minas.,购买装备后，容易到达更深的矿山内！,購買裝備後，更容易到達更深的礦山！
4007,Default text,TipMessage_Id_7,"장비는 보유하기만 해도 효과를 얻을 수 있어요. 장착하면, 아바타가 바뀐답니다!",Owning an item grants you its benefits automatically. Equipping is purely cosmetic.,Tener un artículo automáticamente te otorga sus beneficios. El equipo es puramente cosmético.,只要持有装备就能获得相应效果。佩戴装备时，会改变虚拟形象。,只要持有裝備就能獲得相應效果。配戴裝備時，會改變造型！
4008,Default text,TipMessage_Id_8,<color=red>가방의 아이템 정보는 저장되지 않아요!</color> 게임에서 퇴장하기 전에 반드시 판매하세요!,<color=red>Minerals in your bag are not saved between play sessions!</color> Sell before you log off!,<color=red>¡Los minerales que tienes en la bolsa no se guardan entre sesiones del juego!</color> ¡Véndelos antes de cerrar la sesión!,<color=red>背包的道具信息不会被保存！</color>因此在离开游戏前必须出售！,<color=red>背包內的道具資訊不會被保存！</color>因此在離開遊戲前，必須要販售完畢！
4009,Default text,TipMessage_Id_9,채광 시 낮은 확률로 보너스 게임이 등장해요. 보너스 게임을 성공하면 좋은 보상을 얻어요!,"Sometimes when mining, you'll get a Bonus Round. Hit the timing to earn big rewards!","Cuando minas, en ocasiones obtienes una Ronda de bonificación. ¡Hazlo a tiempo para ganar grandes recompensas!",采矿时，有低概率出现奖励游戏。成功通关奖励游戏时，会获得优质奖励！,採礦時，低機率會出現獎勵遊戲。成功通關獎勵遊戲時，會獲得優質獎勵！
4010,Default text,TipMessage_Id_10,한 광맥은 최대 5번까지만 타격할 수 있어요. 5번 이내에 모든 내구도를 깎아 낼 수 있도록 채광력을 키워야겠죠?,Can't break a tough rock? Buy a pickaxe with more Power!,¿No puedes romper una roca dura? ¡Compra una pica para tener más poder!,每个矿脉最多可以敲打5次。因此要培养好采矿能力，尽力在5次以内削减所有耐久度。,每個礦脈最多可以敲擊5次。因此要好好培養採礦力，盡量在5次以內消耗所有耐久度。
6001,Default text,Emotion_Name_1,포효하는 랑이,ROAR,RUGIDO,咆哮的小虎,咆哮的小蘭
6002,Default text,Emotion_Name_2,가는 중,On My Way!,¡Voy en camino!,正在路上,正在路上
6003,Default text,Emotion_Name_3,아무튼 주황버섯임,Orange Mushroom,Hongo naranja,反正是橙蘑菇,反正是菇菇寶貝
6004,Default text,Emotion_Name_4,아무튼 주황버섯이라니까,Deal With It,Sopórtalo,反正是橙蘑菇啊,反正就是菇菇寶貝
6005,Default text,Emotion_Name_5,가벼운 주황버섯,Skinny Shroom,Champi delgado,轻盈的橙蘑菇,輕盈的菇菇寶貝
6006,Default text,Emotion_Name_6,깡총깡총,Hop Hop,Salto doble,蹦蹦跳跳,蹦蹦跳跳
6007,Default text,Emotion_Name_7,수줍은 발록,Shy Balrog,Balrog tímido,害羞的巴洛,羞澀巴洛古
6008,Default text,Emotion_Name_8,선풍기,Fan,Abanico,电风扇,電風扇
6009,Default text,Emotion_Name_9,불타오르네,Blazing,Ardiente,燃烧吧,燃燒吧
6010,Default text,Emotion_Name_10,펄-럭,Triumph,Triunfo,扑棱,嘩–啦
6011,Default text,Emotion_Name_11,슬라임 숨는다,Hiding Slime,Baba oculta,绿水灵藏起来,綠水靈躲起來了
6012,Default text,Emotion_Name_12,엣-헴,Ahem,Ejem,嗯哼,欸–嘿
6013,Default text,Emotion_Name_13,못참아!,Yeti Smash!,¡Destrucción del Yeti!,忍不了！,忍不住了！
6014,Default text,Emotion_Name_14,더하면 화낸다!!,That's Enough!,¡Es suficiente!,再继续就生气了！,再來就要生氣了哦！！
6015,Default text,Emotion_Name_15,화난다!!!,Getting Angry!,¡Enojándose!,好气愤！,我生氣了！！！
7201,Default text,Map_Town_Name_1,메이플 마을,Maple Town,Pueblo de Maple,冒险岛村庄,楓葉村
7202,Default text,Map_Town_Name_2,포레스트,Forest Village,Aldea del bosque,森林,森林
7203,Default text,Map_Town_Name_3,서리 마을,Frostville,Villa gélida,寒霜村庄,寒霜村莊
7204,Default text,Map_Town_Name_4,팩토리,The Factory,La Fábrica,工厂,工廠
7205,Default text,Map_Town_Name_5,온천 마을,Hot Springs Resort,Resort de aguas termales,温泉村庄,溫泉村
7206,Default text,Map_Town_Name_6,반짝반짝 마을,Starlight Station,Estación de luz estelar,闪闪亮亮村庄,閃亮亮村莊
7207,Default text,Map_Town_Name_7,하늘 정원,Sky Garden,Jardín celeste,天空庭院,天空庭園
7208,Default text,Map_Town_Name_8,오아시스,Oasis,Oasis,沙漠绿洲,沙漠綠洲
7209,Default text,Map_Town_Name_9,유적지,The Ruins,Las ruinas,遗址,遺跡地
7401,Default text,Map_Town_Desc_1,조그맣고 평화로운 마을이다.,A quaint and peaceful outpost.,Un puesto de avanzada pintoresco y tranquilo.,小而祥和的村庄。,小而祥和的村莊。
7402,Default text,Map_Town_Desc_2,깊은 숲 속 요정들의 노랫소리가 들려온다.,The soft singing of fairies can be heard on the wind.,En el viento se puede escuchar el suave canto de las hadas.,从深林传来精灵们的歌声。,森林深處傳來了妖精們的歌聲。
7403,Default text,Map_Town_Desc_3,"마을은 차갑지만, 주민들의 마음은 따뜻하다.","The weather outside is frightful, but the people are so delightful.","El clima afuera es atemorizante, pero las personas son tan encantadoras.",村庄虽冷，但村民的人心是暖暖的。,雖然村莊寒冷，但居民的心卻是火熱的。
7404,Default text,Map_Town_Desc_4,귀를 진동하는 기계의 굉음이 들려온다.,The stench of machine oil hangs heavy in the air.,El hedor del aceite de máquina abruma el aire.,传来震耳欲聋的机械轰鸣声。,傳來震耳欲聾的機械轟鳴聲。
7405,Default text,Map_Town_Desc_5,용암의 열기를 활용해 온천이 운영되고 있다.,A land of delightfully hot water kept warm by molten earth below.,"Una tierra de deliciosa agua, que mantiene caliente la lava que hay debajo.",温泉借助熔岩的热气运营。,溫泉是藉由熔岩的熱氣來經營的。
7406,Default text,Map_Town_Desc_6,여행객을 반기는 주민들의 눈은 별보다 더욱 반짝거린다.,Residents welcome travelers with a twinkle in their eye.,Los residentes reciben a los viajeros con una sonrisa en la mirada.,欢迎游客的村民的眼睛比天上的星星还闪亮。,歡迎遊客的居民眼睛，比星星還要閃亮。
7407,Default text,Map_Town_Desc_7,푸른 하늘에 신비한 보석이 담겨져 있을 것 같다.,Jewel of the skies.,Joya de los cielos.,蔚蓝的天空好像镶了一颗神秘的宝石。,蔚藍的天空上好似鑲了一顆神秘的寶石。
7408,Default text,Map_Town_Desc_8,"광활한 사막 속, 유일한 휴식터가 되어주는 공간이다.",The weary traveler's reprieve.,El remanso del viajero cansado.,在广阔的沙漠里，是可以休息的唯一空间。,在廣闊的沙漠裡，唯一可以休息的地方。
7409,Default text,Map_Town_Desc_9,모든 역사가 바로 이 곳에 존재한다.,The hearth of history itself.,El corazón de la historia misma.,所有历史均在此地。,所有歷史都聚在此地。
8001,Default text,Status,채광력,Power,Poder,采矿能力,採礦力
8002,Default text,Status,최대 체력,Max HP,PV máx.,最大血量,最大體力
8003,Default text,Status,가방 용량,Bag Capacity,Capacidad de la bolsa,背包容量,背包容量
8004,Default text,Status,이동속도,SPD,VEL,移动速度,移動速度
8005,Default text,Status,최대 기력,Max Vigor,Vigor máximo,最大元气,最大元氣
8006,Default text,Status,기력 회복속도,Vigor Recovery,Recuperación de vigor,元气恢复速度,元氣恢復速度
8007,Default text,Status,기력 소모량 감소,Dash Discount,Descuento en desplazamiento,降低元气消耗量,元氣消耗量減少
8008,Default text,Status,치명타 확률,Crit Chance,Oportunidad Crít,暴击率,致命攻擊率
8009,Default text,Status,치명타 피해 비율,Crit Damage,Daño Crít,暴击伤害率,致命攻擊傷害率
8010,Default text,Status,행운,Luck,Suerte,幸运,幸運
8011,Default text,Status,유물 획득 확률,Artifact Chance,Oportunidad de artefacto,遗物获得概率,遺物獲得機率
8012,Default text,Status,유물 추가 획득,Bonus Artifact,Artefacto de bonificación,获得额外遗物,獲得額外遺物
8013,Default text,Status,광물 판매 금액,Sale Bonus,Bonificación de venta,矿物出售金额,礦物販售金額
10201,Default text,Equipment_WeaponName_1,곡괭이,Pickaxe,Pica,十字镐,十字鎬
10202,Default text,Equipment_WeaponName_2,보라보라 낚싯대,Purple Fishing Rod,Caña de pescar púrpura,紫色鱼竿,紫色釣魚竿
10203,Default text,Equipment_WeaponName_3,AI13 방망이,Aluminum Bat,Bate de aluminio,铝棒,鋁棒
10204,Default text,Equipment_WeaponName_4,참나무 방망이,Oak Bat,Bate de roble,橡木棒,橡木棒
10205,Default text,Equipment_WeaponName_5,기억 제거기,Forget-me Hammer,Martillo Olvídame,记忆消除器,記憶消除器
10206,Default text,Equipment_WeaponName_6,힘껏 망치,Power Hammer,Martillo de poder,大力锤,大力錘
10207,Default text,Equipment_WeaponName_7,천하 반 무적,Arche,Arjé,天下半无敌,天下一半無敵
10208,Default text,Equipment_WeaponName_8,쌩쌩 도끼,Talking Axe,Hacha parlante,迅捷斧,迅捷斧
10209,Default text,Equipment_WeaponName_9,명품 도끼,Luxury Axe,Hacha de lujo,名品斧,名牌斧
10210,Default text,Equipment_WeaponName_10,돌격 도끼,Assault Axe,Hacha de asalto,突击斧,突擊斧
10211,Default text,Equipment_WeaponName_11,반 날 도끼,Half-blade Axe,Hacha de media hoja,半刃斧,半刃斧
10212,Default text,Equipment_WeaponName_12,긴 자루 도끼,Berserker Axe,Hacha de Berserker,长柄斧,長柄斧
10213,Default text,Equipment_WeaponName_13,전기톱,Chain Saw,Motosierra,电锯,電鋸
10214,Default text,Equipment_WeaponName_14,작은 머리 망치,Dull Axe,Hacha sin filo,小头锤,小頭鎚
10215,Default text,Equipment_WeaponName_15,'무언가' 연장,Metal Thing,Cosa metálica,不明工具,「某種」工具
10216,Default text,Equipment_WeaponName_16,귀여운 철퇴,Cute Mace,Mazo adorable,可爱的铁棍,可愛的鐵鎚
10217,Default text,Equipment_WeaponName_17,창문 닦이,Squeegee,Escurridor,玻璃刮,窗刷
10218,Default text,Equipment_WeaponName_18,굿모닝 모닝 스타,Good Morning Star,Estrella de los buenos días,早上好晨间明星,早安晨間星星
10219,Default text,Equipment_WeaponName_19,청룡언월도끼,Green Draco Axe,Hacha draco verde,青龙偃月刀,青龍偃月斧
10220,Default text,Equipment_WeaponName_20,자룡언월도끼,Purple Draco Axe,Hacha draco púrpura,紫龙偃月刀,紫龍偃月斧
10221,Default text,Equipment_WeaponName_21,냉동 참치,Frozen Tuna,Atún congelado,冷冻金枪鱼,冷凍鮪魚
10222,Default text,Equipment_WeaponName_22,돌아 돌아 돌고래,Spinning Orca,Orca giratoria,转转海豚,轉吧轉吧海豚
10223,Default text,Equipment_WeaponName_23,메이플 Zoo,Maple Malt,Malta de arce,冒险岛动物园,楓之谷Zoo
10224,Default text,Equipment_WeaponName_24,앗뜨거 망치,Molten Masher,Aplastador fundido,好烫锤,好燙鎚子
10225,Default text,Equipment_WeaponName_25,파란 오우거,Blue Ogre,Ogro azul,蓝色食人魔,藍色食人魔
10226,Default text,Equipment_WeaponName_26,심각한 망치,Wrecking Maul,Mazo demoledor,严重锤,深刻之鎚
10227,Default text,Equipment_WeaponName_27,어둠 망치,Dark Hammer,Martillo oscuro,黑暗锤,黑暗之鎚
10228,Default text,Equipment_WeaponName_28,청색 궤적,Azure Arc,Arco cerúleo,青色轨迹,青色軌跡
10229,Default text,Equipment_WeaponName_29,금의환향,Glorious Gavel,Mazo glorioso,衣锦还乡,衣錦還鄉
10230,Default text,Equipment_WeaponName_30,아바마마,Princely Hammer,Martillo principesco,王子锤,父王之鎚
10231,Default text,Equipment_WeaponName_31,뉴-클리어,Newclear,Nuevo claro,核弹,核彈
10232,Default text,Equipment_WeaponName_32,민첩한 벤자민,Swift Benjamin,Benjamín veloz,敏捷的本杰明,敏捷的班傑明
10233,Default text,Equipment_WeaponName_33,강렬한 톰슨,Deadly Thompson,Thompson mortal,刚烈的汤姆森,剛猛的湯姆森
10234,Default text,Equipment_WeaponName_34,압도적인 제임스,Superior James,James superior,绝对的詹姆斯,絕對的詹姆斯
10235,Default text,Equipment_WeaponName_35,어둠 마왕,Malice,Malicia,黑暗魔王,黑暗魔王
10236,Default text,Equipment_WeaponName_36,사신의 달,Reaper's Moon,Luna de la parca,死神之月,死神之月
10237,Default text,Equipment_WeaponName_37,적왕,Red King,Rey rojo,赤王,赤王
10238,Default text,Equipment_WeaponName_38,메테오,Comet,Cometa,流星,隕石
10239,Default text,Equipment_WeaponName_39,터져라!,Boom Stick,Palo explosivo,爆炸吧！,爆炸吧！
10240,Default text,Equipment_WeaponName_40,천하무적,Apeiron,Ápeiron,天下无敌,天下無敵
10401,Default text,Equipment_WeaponDesc_1,흔히 보이는 곡괭이 입니다. 당신의 손에서는 다르지만요!,"It's just be a regular old pickaxe, but maybe you can make it something special.","Es solo una antigua pica normal, pero tal vez puedas convertirla en algo especial.",常见的十字镐，但握在你的手上可就不一般了！,常見的十字鎬。但握在你的手上就不一樣了！
10402,Default text,Equipment_WeaponDesc_2,낚싯대로 광석을 채집해 봅시다! 아빠에게는 비밀~,"You wouldn't think a fishing rod would make for a good pickaxe; however, you'd be wrong.","No creerías que una caña de pescar serviría como una buena pica, sin embargo, podrías equivocarte.",用鱼竿开采矿石吧！可要对爸爸保密哦～,用釣魚竿來採礦吧！對爸爸要保密哦～
10403,Default text,Equipment_WeaponDesc_3,가볍고 단단한 원소로 제작한 방망이 입니다. 손이 울리지 않게 조심하세요.,Your hands get all tingly when you hit something hard with it.,Sentirás mucho cosquilleo en tus manos cuando golpees algo duro con esta.,用轻而坚硬的元素制作的棒子，使用时小心伤到手。,用輕盈且堅硬的元素所製作的棒子。使用時請小心不要傷到手。
10404,Default text,Equipment_WeaponDesc_4,아주 단단한 참나무로 만든 방망이 입니다.,A classic for a reason.,Es una clásica por una razón.,用非常结实的橡木制成的棒子。,用非常結實的橡木製成的棒子。
10405,Default text,Equipment_WeaponDesc_5,근심이 많다구요? 걱정마세요! 오늘 부터는 아닙니다.,Get smacked by this thing and the plights of man will be the least of your worries.,Recibe un golpe de esta cosa y todos los problemas de la humanidad serán la menor de tus preocupaciones.,一直愁眉苦脸吗？不用担心！从今天起再也不是了。,有很多煩惱嗎？不用擔心！從今天開始不會有了。
10406,Default text,Equipment_WeaponDesc_6,곡선형 손잡이는 체형에 꼬옥 맞는 느낌을 줄 거에요.,Shockingly ergonomic for its size.,Increíblemente ergonómica para su tamaño.,基于人体工学的弧线型手把非常趁手。,曲線型的手把會帶來與身形緊密貼合的感覺。
10407,Default text,Equipment_WeaponDesc_7,맞는 이에게 굴욕을!,Whoo. You do NOT want to get hit by this.,Vaya. No quisieras que esto te golpee.,被打的人会蒙受屈辱！,被這個打的人會蒙受屈辱！
10408,Default text,Equipment_WeaponDesc_8,살아 숨쉬듯 생생합니다.,"""Wait! I'm alive, but if you buy me my voice will—!""","""¡Espera! Estoy viva, pero si me compras, ¡mi voz... !""",如同活物一般，非常生动。,栩栩如生，彷彿在呼吸。
10409,Default text,Equipment_WeaponDesc_9,도끼계 유명 브랜드 '자르네' 한정 상품.,A limited-edition product from the Smashaxe Company.,Un producto de edición limitada de la Empresa Picaplasta.,斧头界的名牌“扎雷诺”的限量商品。,斧頭界的名牌「賈爾內」的限量商品。
10410,Default text,Equipment_WeaponDesc_10,돌격하기 좋은 돌격 도끼 입니다.,Forward is the only way.,Hacia delante es la única manera.,适合用于突击的突击斧头。,適合突擊的突擊斧頭。
10411,Default text,Equipment_WeaponDesc_11,"날은 반 이지만, 재질이 다릅니다. 어떻게요? 이렇게 빛이나는걸요!","Were it allowed to have a full blade, the world may not survive.","Si se le permitiera tener una hoja completa, puede que el mundo no sobreviva.",斧刃虽然只有一半，但材质不同寻常。看，多么闪耀动人！,雖然斧刃只有一半，但材質很不一般。看，多麼的閃耀動人！
10412,Default text,Equipment_WeaponDesc_12,자루가 아주 긴 도끼 입니다. 양손으로 꽈~악 잡아주세요.,You're going to need both hands for this one.,Necesitarás las dos manos para esta.,长柄的斧头。要用两手牢牢抓好哦。,手柄非常長的斧頭。要用兩隻手緊緊抓住喔。
10413,Default text,Equipment_WeaponDesc_13,바로 그 '전기 톱' 입니다. 알다시피 광석을 채집하는데 딱이죠.,Rvvv... Rvvv... BRRRRRRRRR!,Rvvv... Rvvv... ¡BRRRRRRRRR!,这就是那个“电锯”。用来采矿最合适不过了。,就是那個「電鋸」。用來採礦是最適合不過的了。
10414,Default text,Equipment_WeaponDesc_14,여러 이름으로 불리는 망치 입니다. 보기보다 훨씬 큽니다.,"The definition of ""axe"" is surprisingly broad.","La definición de ""hacha"" es sorprendentemente amplia.",有多个名字的锤子。比看起来大很多。,有很多名字的鎚子。比看起來的大很多。
10415,Default text,Equipment_WeaponDesc_15,닦고 조이고 기름칠 수 있습니다.,"There is some mechanism on it, but nobody knows what it's for.","Tiene algún mecanismo, pero nadie sabe para qué sirve.",可以擦拭、拧紧，还可以上油。,可以修理、鎖緊並且上油。
10416,Default text,Equipment_WeaponDesc_16,너무 귀엽습니다! 상당량의 철을 함유하고 있습니다.,"I mean, just look at it!","Quiero decir, ¡solo mírala!",超级可爱！含有丰富的铁。,超級可愛！含有豐富的鐵。
10417,Default text,Equipment_WeaponDesc_17,전혀 이상하지 않은 이름을 가진게 특징입니다.,Wipe those mines clean!,¡Deja vacías esas minas!,特点是名字很常见。,它的特點是，擁有一個完全不奇怪的名字。
10418,Default text,Equipment_WeaponDesc_18,아침에도 별을 보여줍니다. 이틀에 한 번씩만 사용하기로 하죠.,Comes with a complimentary breakfast.,Viene con desayuno de cortesía.,有了它早上也能看到星星，两天用一次够了。,有了它，早上也可以看見星星。就決定兩天用一次吧。
10419,Default text,Equipment_WeaponDesc_19,연두색을 띈 멋진 도끼 입니다. 시리즈 중 막내.,A fashion-forward axe for those who want to be on the cutting edge.,Un hacha a la moda para los que quieren estar a la vanguardia.,浅绿色的酷炫斧头，是系列中的最后一个。,淺綠色的酷炫斧頭。是系列中的最後一個製品。
10420,Default text,Equipment_WeaponDesc_20,보라색을 띈 멋진 도끼 입니다. 시리즈 중 첫째를 맡고 있습니다.,Green axes are so last year.,Las hachas verdes están tan pasadas de moda.,紫色的酷炫斧头，是系列中的第一个。,紫色的酷炫斧頭。是系列中的第一個製品。
10421,Default text,Equipment_WeaponDesc_21,너무나도 유명한 '그것' 입니다. 누구나 한 번 쯤 휘둘러봤습니다.,A soFISHticated tool for cool-headed spelunkers.,Una herramienta sofisticada que los espeleólogos soPEZan mucho.,非常有名的“那一把”。所有人都至少挥过一次。,非常有名的「那把」。每個人都至少揮過一次吧。
10422,Default text,Equipment_WeaponDesc_22,돌고래가 광산과 어울릴까요? 당연하죠! 이렇게 팔리는 걸 보세요!,Have yourself a whale of a time.,Que pases un rato genial.,海豚和矿山相配吗？当然了！看销量就知道！,海豚跟礦山會搭嗎？當然囉！看銷量就知道了！
10423,Default text,Equipment_WeaponDesc_23,"귀여운 이름, Zoo 입니다.",*hic* Les' go mine summore rocks!,*hic* ¡Vamosh a minar másh roquitas!,可爱的名称，动物园。,可愛的名字，Zoo。
10424,Default text,Equipment_WeaponDesc_24,강력한 힘을 가지고 있는 뜨거운 망치 입니다. 호호 불어가며 사용하세요.,Cool after use for best results.,"Para obtener mejores resultados, enfriar luego de usar.",拥有强大力量的热腾腾的锤子，使用时要呼呼吹着挥动。,擁有強大力量的炙熱鎚子。請吹一吹再使用吧。
10425,Default text,Equipment_WeaponDesc_25,이름 만큼이나 강렬한 인상의 망치 입니다.,Me smash rocks. Get shiny.,Yo aplasto rocas. Ponte brillante.,锤如其名，能给人留下深刻印象。,鎚如其名，能給人留下深刻印象。
10426,Default text,Equipment_WeaponDesc_26,심각할 만큼 멋진 디자인의 망치 입니다.,Demolishes the competition.,Demuele la competencia.,严重帅到不行的帅气的锤子。,設計得非常帥氣的鎚子。
10427,Default text,Equipment_WeaponDesc_27,어둡다고요? 음침하다고요? 손에 쥐어봐도 같은 생각인지 봅시다.,It's less intimidating to use than it looks.,Es menos intimidante de usar de lo que parece.,暗淡？阴沉？握在手上看看还有没有那种感觉。,很黑暗嗎？很陰沉？握在手上看看還有沒有同樣的感覺吧。
10428,Default text,Equipment_WeaponDesc_28,강대합니다. 그리고 멋있습니다.,Powered by hopes and dreams.,Su poder está en las esperanzas y sueños.,强大且惊艳。,強大。而且令人驚艷。
10429,Default text,Equipment_WeaponDesc_29,눈에 띄는 색을 가진 도구 입니다. 누구나 휘둘러보고 싶어합니다.,Bring down the hammer of justice.,Golpea con el martillo de la justicia.,颜色很亮眼的工具。任何人都想挥一次。,顏色很亮眼的工具。任何人都想要揮揮看。
10430,Default text,Equipment_WeaponDesc_30,귀엽습니다. 성능은 누구도 따라오기 힘들지만요.,Time to give those rocks a royal beating.,Es hora de darles a esas rocas una paliza real.,非常可爱，性能无人匹敌。,很可愛。性能無人能比。
10431,Default text,Equipment_WeaponDesc_31,광석을 깨끗하게 청소해주세요! 그래서 뉴 ~ 클리어 랍니다.,"Explosive performance, radiant results.","Rendimiento explosivo, resultados radiantes.",把矿石擦成核弹级干净哦！所以叫核弹。,把礦石炸的一乾二淨！所以才叫做核～彈。
10432,Default text,Equipment_WeaponDesc_32,월드 광부 그랑프리 3위를 차지한 벤자민의 이름을 따서 만든 명품 도끼 입니다.,"Named after Benjamin, who placed 3rd at the World Miners Grand Prix.","Nombrada por Benjamín, que obtuvo el tercer lugar en el Gran premio mundial de mineros.",以获得世界矿工大奖赛第3名的本杰明的名字命名的名品斧头。,這是以獲得世界礦工聯賽第三名的班傑明的名字所製成的名牌斧頭。
